psi,reference_free_energy_kj_mol,implicit_reference_free_energy_kj_mol,proposal_free_energy_kj_mol,reweighted_free_energy_kj_mol
0.9630007631606903,7.849482613911289,7.3568532347609095,4.8672068787496725,6.776961931168678
0.9945745586741559,8.0734966591253,7.562877654793126,4.9356432022080945,6.9535019946705745
1.0261483541876206,8.297024138332008,7.7656382467447065,4.996036214214157,7.127498378207301
1.0577221497010862,8.51725919092798,7.964971690865997,5.047648588685892,7.297203435195483
1.0892959452145519,8.73119173094699,8.160796724896837,5.089835170709638,7.460541448216334
1.1208697407280166,8.935650388890362,8.352745202521694,5.122085997301249,7.615074521270921
1.1524435362414822,9.127415168855846,8.539783828680454,5.1440617594696425,7.757981365379326
1.184017331754947,9.303478503668424,8.72001357746077,5.155615276621925,7.88606160827611
1.2155911272684126,9.461431906473518,8.890771538368025,5.156794014089448,7.995781558917033
1.2471649227818782,9.59982015442887,9.049017747603036,5.147821482484926,8.083378199292646
1.278738718295343,9.718233191205423,9.191828594731257,5.129058965447945,8.145034027291844
1.3103125138088085,9.816978047897813,9.316736225842115,5.1009525940267615,8.177123941238058
1.3418863093222733,9.896378663259885,9.421730426810385,5.06397347438753,8.176516407369691
1.3734601048357389,9.955971214192848,9.504955512463779,5.018559795145721,8.140888596649075
1.4050339003492045,9.99394973029117,9.564348411602072,4.965069412098749,8.068997604928938
1.4366076958626692,10.007113197738912,9.597512650135462,4.903749534488873,7.960847548798288
1.4681814913761349,9.991340268300405,9.601959068044676,4.834727264511417,7.8177109353765335
1.4997552868895996,9.942406003471026,9.575581423366607,4.758021404671425,7.641997859255023
1.5313290824030652,9.85686071061121,9.517068219665875,4.6735726677016665,7.437004523225655
1.56290287791653,9.732725672051869,9.426010082475987,4.58128667660018,7.206597874394575
1.5944766734299956,9.569859811287168,9.302695570548051,4.48108234618287,6.9548977197788755
1.6260504689434612,9.369950384275297,9.147802703172374,4.372937714316328,6.686004167501723
1.657624264456926,9.136165932961704,8.962222401428042,4.25692618202104,6.403796111851582
1.6891980599703915,8.872588329228236,8.747099413936729,4.1332382937453325,6.111805452668159
1.7207718554838562,8.583593086763035,8.503995000792793,4.002187199852189,5.8131574161421025
1.7523456509973219,8.273340076412486,8.235007243299652,3.864199118814085,5.510560718925694
1.7839194465107875,7.9454698856598815,7.942753212388655,3.7197927357721055,5.206330574035947
1.8154932420242522,7.603013768554564,7.630232499452382,3.569552988164287,4.902430091022268
1.8470670375377178,7.2484632735404535,7.300649744690222,3.4141048787031263,4.600519350776667
1.8786408330511826,6.883930352194142,6.9572495544942194,3.2540919628224323,4.302005046264059
1.9102146285646482,6.511347738155006,6.603167033252782,3.090162393023384,4.008086499378628
1.9417884240781138,6.1326785460206095,6.241284921680559,2.922963388385371,3.7197959681461863
1.9733622195915785,5.750096367378615,5.874119920935944,2.753143211005514,3.438032544828426
2.004936015105044,5.366071957380277,5.50378917000878,2.5813584991578358,3.163589783055435
2.036509810618509,4.983302489526156,5.132090027189976,2.408284265265661,2.89717764611207
2.0680836061319745,4.604476044517588,4.760667775100554,2.234623973458439,2.639439571898998
2.09965740164544,4.231955802770311,4.391193041802354,2.0611176957506023,2.390965499316476
2.131231197158905,3.8675304696787878,4.025466638937683,1.8885471732327235,2.152301661365579
2.1628049926723705,3.512358218230237,3.6654169364809475,1.71773744641324,1.9239578646078122
2.194378788185835,3.1671369388305584,3.313017484654639,1.549555388379032,1.706412869367023
2.225952583699301,2.832421095651316,2.9701879788897854,1.3849058804131802,1.5001183763127441
2.2575263792127664,2.5089410919435857,2.6387335818059605,1.22472650266274,1.3055020221852653
2.289100174726231,2.197797190369245,2.3203411358393273,1.0699815290281058,1.1229696954460597
2.320673970239697,1.9004781144705736,2.0166139143480843,0.9216558063183069,0.9529074038401077
2.3522477657531615,1.618741498608589,1.7291094129906592,0.7807488551646069,0.7956828607547983
2.383821561266627,1.3544408172229496,1.4593510354769457,0.6482693245765747,0.6516469052654916
2.415395356780092,1.1093774906483955,1.2088052238256082,0.5252298012440024,0.5211348306180192
2.4469691522935575,0.8852177555646249,0.9788369788332104,0.41264192542649836,0.4044676660110311
2.478542947807023,0.6834723301695653,0.770668202017241,0.3115117819445343,0.301953435175744
2.510116743320488,0.5055127084646113,0.5853611938381168,0.22283559092594363,0.21388840070186155
2.5416905388339535,0.3525945468669982,0.4238371313164623,0.1475957911939174,0.14055829375346818
2.573264334347418,0.22586931119203968,0.2869235245423011,0.08675766757530412,0.08223952337816809
2.604838129860884,0.12638072408144707,0.1754127947558326,0.041266708053157686,0.039200356879252496
2.6364119253743494,0.05505470806652635,0.09011075343580988,0.012046881363743767,0.011702061774850225
2.667985720887814,0.012695880006191373,0.031859444162682715,0.0,0.0
2.69955951640128,0.0,0.0015306632622155147,0.006006281087296728,0.004344665714485663
2.7311333119147445,0.017584209734717193,0.0,0.030926143899742797,0.0249826590205231
2.76270710742821,0.06603173595485057,0.028122420808738946,0.0756031948727025,0.06215758886729672
2.7942809029416757,0.14595008556076033,0.08673711847796006,0.14086825681191795,0.11611089932615859
2.8258546984551405,0.2580526601609783,0.1767311490931286,0.22754420741970516,0.18708261423561146
2.857428493968606,0.40328900525604605,0.29918800824955694,0.33645131260357264,0.2753119959643109
2.889002289482071,0.5830593103499698,0.4556366765097982,0.4684126814970393,0.38103811477047667
2.9205760849955364,0.7995414271440701,0.6483949228492097,0.6242594406657751,0.5045003260030367
2.952149880509002,1.0561226664722065,0.8809661253138062,0.8048352300221284,0.6459386532449418
2.983723676022467,1.357866400861134,1.15840895683484,1.0109996642276549,0.8055940764721412
3.0152974715359324,1.7118813809928906,1.4875736400403503,1.2436304780702374,0.9837087254110348
3.046871267049397,2.1274436082319514,1.8771102418553252,1.503624175238672,1.1805259795089356
3.0784450625628628,2.6157768815844507,2.3372110639559875,1.791895116258994,1.3962904772615299
3.1100188580763284,3.1895116328403827,2.8791293644632834,2.1093731002489235,1.631248039019928
3.141592653589793,3.861951182939099,3.5145810556196793,2.456999603717038,1.8856455087722739
