system,arm,release_role,data_identity,n,seeds,metric,mean,std,minimum,maximum
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",support_mask_fraction,1.0,0.0,1.0,1.0
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",included_sample_fraction,1.0,0.0,1.0,1.0
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",ess_fraction,0.8148938316395825,0.1351983241262117,0.6238736342268578,0.9175693616035225
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",max_weight,0.0008716493672788298,0.0007665022496366854,5.513606083695777e-05,0.0018973750993609428
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",top_0p1_percent_mass,0.00451986220953889,0.001596151566236018,0.002382787171882228,0.006217869700776646
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",top_1_percent_mass,0.022105908626447974,0.0029130721427635857,0.018063503641315037,0.024815010396196158
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",logw_variance,0.3689750571219981,0.2915033673125303,0.06538127079026469,0.7622971651358953
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",logw_span,9.968555490175882,1.6550048810077314,8.212801933288574,12.186789989471436
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",proposal_js,0.007998996916191513,0.0004899547750820418,0.007351458685054734,0.008536317435058335
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",weighted_js,0.006982888629415977,0.0005141233926062643,0.006408573681109446,0.0076561886282297785
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",js_improvement,0.0010161082867755358,0.0001501309029577345,0.0008801288068285562,0.0012253110495527627
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",proposal_pmf_error,1.592635001099601,0.09000381551476873,1.5009448440630986,1.7149373653255657
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",weighted_pmf_error,1.588624228548037,0.089416611586176,1.4982623314522296,1.7104148455867039
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",pmf_error_improvement,0.00401077255156405,0.0009474268186730918,0.0026825126108689368,0.0048272853049613484
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",proposal_basin_l1,0.02203667956345166,0.007206582708702745,0.01312014960988977,0.030769739470575496
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",weighted_basin_l1,0.0006851438532662889,0.0001587577343967359,0.0005722173433722524,0.0009096598673948835
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",proposal_energy_mean_error,-0.039347334828049675,0.015792524220306976,-0.060123600183915826,-0.02186231337612199
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",weighted_energy_mean_error,0.001731790150880504,0.0010538769318237582,0.0006169878758388592,0.003145869055602546
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",proposal_energy_mean_abs_error,0.039347334828049675,0.015792524220306976,0.02186231337612199,0.060123600183915826
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",weighted_energy_mean_abs_error,0.001731790150880504,0.0010538769318237582,0.0006169878758388592,0.003145869055602546
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",valid_mask_fraction,1.0,0.0,1.0,1.0
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",support_mask_fraction,1.0,0.0,1.0,1.0
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",included_sample_fraction,1.0,0.0,1.0,1.0
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",ess_fraction,0.9754324911823621,0.011625013981819773,0.9599690455559544,0.9879987576281757
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",max_weight,0.00014651864330517128,8.236214465149417e-05,8.565846655983478e-05,0.00026295636780560017
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",top_0p1_percent_mass,0.00326081208489389,0.0008193068906262067,0.002350133338040905,0.004336549585786997
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",top_1_percent_mass,0.020562757222554257,0.0024227146435868104,0.017529842096337234,0.02345957297984569
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",logw_variance,0.0159506999487514,0.002382033947655076,0.012714396800699333,0.018378718821847502
mb2d,equilibrium_bridge_energy,primary,equilibrium_exact_v1,3,"0,1,2",logw_span,6.6118095715840655,0.42492229537526044,6.263433814048767,7.210042476654053
mb2d,equilibrium_bridge_only,primary,equilibrium_exact_v1,3,"0,1,2",proposal_js,0.007993618705763208,0.0005392717986986397,0.0074684784778676315,0.008735137580114273
mb2d,equilibrium_bridge_only,primary,equilibrium_exact_v1,3,"0,1,2",weighted_js,0.006326286673798433,0.00019104522709485492,0.0061479745757454535,0.006591229568065246
mb2d,equilibrium_bridge_only,primary,equilibrium_exact_v1,3,"0,1,2",js_improvement,0.0016673320319647745,0.000650653508669273,0.0011860104912424715,0.0025871630043688195
mb2d,equilibrium_bridge_only,primary,equilibrium_exact_v1,3,"0,1,2",proposal_pmf_error,1.4814457448582246,0.039302539697175766,1.436391082601377,1.5321615930931434
